売上年月日,社員番号,社員名,役職,部門番号,部門名,担当エリア,顧客番号,顧客名,売上金額
2013-04-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30099,Recreation Supplies,1295.988
2013-04-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29484,Next-Door Bike Store,37643.0609
2013-04-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29976,Selected Distributors,1320.6349
2013-04-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29678,Superlative Bikes,1252.2529
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29825,Better Bike Shop,36701.5004
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29672,Pedals Warehouse,323.994
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29604,Hobby Store,187.128
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30075,Valuable Bike Parts Company,24474.4816
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29958,Sports Sales and Rental,2783.988
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29999,Spoke Manufacturers,26.724
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29500,Worthwhile Activity Store,46420.614
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29704,Rally Day Mall,57068.3685
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29520,Activity Center,2510.184
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30084,Simple Bike Parts,356.898
2013-05-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29849,Retail Toy Store,21.576
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29888,New and Used Bicycles,33973.89
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29597,Racks and Security Systems,2254.7148
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29519,Leading Bike Distributors,5219.922
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29540,Lubricant and Grease Suppliers,4715.8695
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29798,Manufacturers Inc,5467.248
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29626,Tandem Bicycle Store,1301.826
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30062,Budget Bike Company,672.294
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29561,Industrial Supplies,42188.4683
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29817,Underglaze and Finish Company,38544.3379
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30011,Sunny Place Bikes,10595.429
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29945,Unified Sports Company,700.878
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29846,General Associates,5195.85
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29968,Metro Bike Mart,53024.0016
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29963,Every Bike Shop,20403.594
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29691,Extreme Toy Store,4180.446
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29896,Noiseless Gear Company,35496.363
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29640,Distance Bikes,26.724
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29880,Consolidated Sales,3855.0766
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29756,Tough and Reliable Parts,202.332
2013-06-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29814,Exemplary Cycles,6557.411
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29534,Blue-Ribbon Bike Company,26776.3823
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29721,Bike Goods ,1130.952
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29563,Front Runner Bikes,53584.4454
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29762,Quitting Business Distributors,7416.3412
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29841,Exchange Parts Inc.,26261.707
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29715,Excellent Riding Supplies,81431.7128
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29572,Eighty Toy Stores,2614.5869
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29804,Games and Sport Supply Company,2183.64
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29685,Elemental Sporting Goods,6770.298
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29642,Ultimate Bike Shop,31.584
2013-07-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29678,Superlative Bikes,2263.368
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29825,Better Bike Shop,48189.4814
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30075,Valuable Bike Parts Company,35733.1672
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29604,Hobby Store,677.682
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29958,Sports Sales and Rental,109.788
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29578,Widget Bicycle Specialists,323.994
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29672,Pedals Warehouse,518.37
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29767,Parts Shop,24.294
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30084,Simple Bike Parts,672.294
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29520,Activity Center,3844.1711
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29704,Rally Day Mall,31837.456
2013-08-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29500,Worthwhile Activity Store,31319.184
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29888,New and Used Bicycles,27729.582
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29519,Leading Bike Distributors,7251.522
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29540,Lubricant and Grease Suppliers,2679.402
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29798,Manufacturers Inc,8436.516
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29626,Tandem Bicycle Store,2639.382
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29561,Industrial Supplies,37420.698
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29691,Extreme Toy Store,2901.234
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29817,Underglaze and Finish Company,29123.8334
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29640,Distance Bikes,672.294
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30011,Sunny Place Bikes,5741.6651
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29597,Racks and Security Systems,4291.326
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29945,Unified Sports Company,338.994
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29968,Metro Bike Mart,30219.69
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29963,Every Bike Shop,25592.358
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29880,Consolidated Sales,10780.338
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29846,General Associates,1331.802
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29896,Noiseless Gear Company,26225.94
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29756,Tough and Reliable Parts,1020.594
2013-09-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29814,Exemplary Cycles,7405.398
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29534,Blue-Ribbon Bike Company,26653.374
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29681,Touring Services,323.994
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29563,Front Runner Bikes,37323.8223
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29762,Quitting Business Distributors,9709.998
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29721,Bike Goods ,6632.886
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29841,Exchange Parts Inc.,27721.368
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29804,Games and Sport Supply Company,5047.614
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29685,Elemental Sporting Goods,6221.874
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29642,Ultimate Bike Shop,323.994
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29514,Acclaimed Bicycle Company,2118.996
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29715,Excellent Riding Supplies,56123.088
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29572,Eighty Toy Stores,2491.2131
2013-10-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29678,Superlative Bikes,4331.352
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29825,Better Bike Shop,29140.8
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29604,Hobby Store,377.946
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29500,Worthwhile Activity Store,24951.1148
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29704,Rally Day Mall,22453.7528
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30075,Valuable Bike Parts Company,26545.616
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30057,Racing Association,24.294
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29520,Activity Center,9630.726
2013-11-30,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30084,Simple Bike Parts,323.994
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29888,New and Used Bicycles,32382.306
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30011,Sunny Place Bikes,3869.1491
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29519,Leading Bike Distributors,3391.17
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29540,Lubricant and Grease Suppliers,4718.898
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29817,Underglaze and Finish Company,21969.69
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29597,Racks and Security Systems,1430.442
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29945,Unified Sports Company,1702.878
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29814,Exemplary Cycles,4642.524
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29798,Manufacturers Inc,8974.65
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29626,Tandem Bicycle Store,530.412
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29880,Consolidated Sales,3425.892
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29846,General Associates,37.254
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29968,Metro Bike Mart,25106.754
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29963,Every Bike Shop,10771.536
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30062,Budget Bike Company,37.254
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29640,Distance Bikes,323.994
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29691,Extreme Toy Store,4340.67
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29896,Noiseless Gear Company,36065.916
2013-12-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29561,Industrial Supplies,24818.376
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29762,Quitting Business Distributors,4480.614
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29563,Front Runner Bikes,36942.4556
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29534,Blue-Ribbon Bike Company,27686.61
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29721,Bike Goods ,4878.798
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29841,Exchange Parts Inc.,26093.028
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29678,Superlative Bikes,3005.952
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29715,Excellent Riding Supplies,58724.256
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29572,Eighty Toy Stores,8866.68
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29514,Acclaimed Bicycle Company,1174.32
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29729,Sensational Discount Store,323.994
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29642,Ultimate Bike Shop,37.152
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29685,Elemental Sporting Goods,3257.916
2014-01-29,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29804,Games and Sport Supply Company,6478.056
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29825,Better Bike Shop,39450.7848
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29604,Hobby Store,31.584
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29672,Pedals Warehouse,194.376
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29958,Sports Sales and Rental,809.76
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29520,Activity Center,5148.198
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30084,Simple Bike Parts,672.294
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30057,Racing Association,356.898
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29500,Worthwhile Activity Store,27308.2224
2014-03-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29704,Rally Day Mall,36885.8796
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29888,New and Used Bicycles,23316.246
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29597,Racks and Security Systems,2159.352
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29519,Leading Bike Distributors,5997.522
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29540,Lubricant and Grease Suppliers,3773.28
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29798,Manufacturers Inc,13580.442
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29561,Industrial Supplies,50399.166
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29626,Tandem Bicycle Store,3325.4748
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29691,Extreme Toy Store,72.894
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29817,Underglaze and Finish Company,31001.682
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30011,Sunny Place Bikes,9900.42
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29945,Unified Sports Company,3309.0168
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,30062,Budget Bike Company,356.898
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29846,General Associates,1815.15
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29880,Consolidated Sales,3874.062
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29963,Every Bike Shop,20699.376
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29968,Metro Bike Mart,33579.4416
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29640,Distance Bikes,672.294
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29896,Noiseless Gear Company,50095.6227
2014-03-31,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29814,Exemplary Cycles,3576.396
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29534,Blue-Ribbon Bike Company,31535.622
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29721,Bike Goods ,4373.73
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29563,Front Runner Bikes,56986.6066
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29762,Quitting Business Distributors,7912.014
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29841,Exchange Parts Inc.,32372.328
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29514,Acclaimed Bicycle Company,602.346
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29804,Games and Sport Supply Company,4346.082
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29685,Elemental Sporting Goods,6179.88
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29518,Distinctive Cycles Sales & Service,37.254
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29572,Eighty Toy Stores,3460.716
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29715,Excellent Riding Supplies,80450.376
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29678,Superlative Bikes,3131.934
2014-05-01,279,Tsvi Michael Reiter,Sales Representative,010,Sales,Southeast,29642,Ultimate Bike Shop,1502.976
2011-05-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29898,Capable Sales and Service,24432.6088
2011-07-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29773,A Bike Store,10993.3942
2011-07-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29571,Moderately-Priced Bikes Store,4076.388
2011-07-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29582,Raw Materials Inc,32673.0446
2011-07-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29925,Outdoor Sports Supply,20628.5745
2011-07-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30004,Some Discount Store,32492.604
2011-07-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29742,Vast Bike Sales and Rental,32459.9278
2011-07-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29617,Thorough Parts and Repair Services,19734.8665
2011-08-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29921,Scooters and Bikes Store,13837.0855
2011-08-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29898,Capable Sales and Service,57739.7358
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29611,Alternative Vehicles,3018.3377
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29773,A Bike Store,19669.4111
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29571,Moderately-Priced Bikes Store,10160.1565
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29582,Raw Materials Inc,43520.1264
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29925,Outdoor Sports Supply,74394.4204
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29742,Vast Bike Sales and Rental,38638.7462
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30004,Some Discount Store,50827.1365
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29588,Nonskid Tire Company,722.5949
2011-10-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29617,Thorough Parts and Repair Services,47716.8992
2011-10-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29921,Scooters and Bikes Store,69681.6887
2011-12-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29858,Synthetic Materials Manufacturing,419.4589
2011-12-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29898,Capable Sales and Service,40648.38
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29611,Alternative Vehicles,3463.2998
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29773,A Bike Store,28395.2187
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29571,Moderately-Priced Bikes Store,16297.752
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29582,Raw Materials Inc,24242.8711
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29925,Outdoor Sports Supply,20405.6746
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29742,Vast Bike Sales and Rental,29962.7965
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30004,Some Discount Store,10192.77
2012-01-01,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29617,Thorough Parts and Repair Services,57142.9416
2012-01-29,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29921,Scooters and Bikes Store,50762.7624
2012-02-29,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29898,Capable Sales and Service,26016.9703
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29611,Alternative Vehicles,2646.1866
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29773,A Bike Store,26119.0572
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29571,Moderately-Priced Bikes Store,24582.7299
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29582,Raw Materials Inc,52874.5366
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29925,Outdoor Sports Supply,45487.7144
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29742,Vast Bike Sales and Rental,37779.3731
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30004,Some Discount Store,14248.7984
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29588,Nonskid Tire Company,722.5949
2012-03-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29617,Thorough Parts and Repair Services,47655.0602
2012-04-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29921,Scooters and Bikes Store,58977.1342
2012-05-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29858,Synthetic Materials Manufacturing,2371.295
2012-05-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29867,Roving Sports,86.5212
2012-05-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30018,All Cycle Shop,1147.4382
2012-05-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29497,Great Bikes ,80634.8808
2012-05-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29981,Official Parts Shop,14515.9921
2012-06-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30045,Bike Experts,48541.8313
2012-06-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29571,Moderately-Priced Bikes Store,6227.2278
2012-06-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29953,Front Sporting Goods,40399.5779
2012-06-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29925,Outdoor Sports Supply,924.4017
2012-06-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30112,Mail-Order Outlet,93591.6217
2012-06-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29588,Nonskid Tire Company,209.256
2012-06-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29617,Thorough Parts and Repair Services,42396.4051
2012-07-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30105,Convenient Sales and Service,26523.0027
2012-07-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29709,Successful Sales Company,6700.1106
2012-07-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29775,Two Bike Shops,65.6018
2012-07-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29903,Fad Outlet,3147.5673
2012-07-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29559,Safe Cycles Shop,54801.3542
2012-07-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29915,Finer Parts Shop,245.25
2012-07-31,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29873,Certified Bicycle Supply,6066.4671
2012-08-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,30018,All Cycle Shop,113.97
2012-08-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29497,Great Bikes ,72887.4109
2012-08-30,280,Pamela O Ansman-Wolfe,Sales Representative,010,Sales,Northwest,29981,Official Parts Shop,9845.1474
